zodiac,area,text
scorpio,daily,"The Leo moon makes a solitary journey through your solar tenth house, dear Scorpio, asking you to appreciate the many accomplishments you've reached on your own. Use this energy to find pride in what you've built, taking a careful look at the path ahead. If it's been a while since you've outlined long-term goals by breaking them into bite-sized milestones, use this cosmic climate to do so. You'll also become more aware of who is and is not a friend within your industry, helping you make clearer decisions around who you collaborate with and invest your time in."
scorpio,love,"Prepare to show the world just how regal and fiery you are, Scorpio. As mighty Mars, the planet of sex, drive, and passion and your planetary co-ruler, continues to sizzle through your solar fifth house of true love, he’ll link in a happy mood to glorious Jupiter, our Great Benefic planet of miracles and expansion, standing across the sky from you in your solar seventh house. This ensures that you’ll be eager and competitive to pursue your heart’s desires and greatest hopes and dreams. Use your courage and strength to impress new suitors or chase your lover in a fun little game of cat-and-mouse."
scorpio,work,"It might be time to shift gears with your priorities and schedule, Scorpio. Your work-life balance will be your core focus today when the moon in Leo opposes Pluto in Aquarius. On one hand, you might be rocking it in your career path. But on the other hand, you might need to focus more on your home life, loved ones, and personal goals. Since your career path is going relatively well, it would be more than okay to focus on personal matters. Do not be afraid to shift gears with your priorities."
scorpio,dating,"You can pull things off that others can only dream of, and right now you need to believe that you can do the impossible. Chat up that cute someone, sneak out early, or whatever you need to do."
sagittarius,daily,"Take into account the wondrous beauty of our world, dear Sagittarius, as the Leo moon continues to move through your solar ninth house. These cosmic tides will take you on a mystical journey if you make space to explore the unknown and embrace enlightenment. Release pre-conceived notions of what you think you know, finding expansion as you play with new ideas or explore new topics. Putting yourself out there can also lead to new rewards, especially when it comes to visions you've been hoping to manifest. Now is also a good time to score karma points by demonstrating generosity and compassion."
sagittarius,love,"As the stars dance in a cosmic foreplay now, you’ll be eager to put passion and pleasure on your menu, Sagittarius. Mighty Mars, the red planet of sex, desire, and lust, is packing the heat in the distant skies above. He will fist bump glorious Jupiter, our Great Benefic and the planet of miracles and luck now and in the many days ahead. Passion and love could erupt like fireworks if you soar out of town with your sweetheart. If single, try visiting a nearby destination to find out what kinds of nightlife there is, and you could bump into someone spicy! Step out of your comfort zone and shake it up!"
sagittarius,work,"Work conversations might be more intense than usual today, Sagittarius. It might be challenging to keep a light-hearted tone with your coworkers or clients when the moon in Leo opposes Pluto in Aquarius. The cosmic energy may turn every interaction into something more. Since this can be a lot to handle, you should think about what you can manage. It is more than fine to step out of any work discussion that is too much to digest. You already have your own mental load. There is no need to add more to it."
sagittarius,dating,"You have a lot of thinking to do and plenty of space to do it in. Let your buddies go and do their own thing for a while. Rejoin them only when you're good and ready to participate 100 percent."
capricorn,daily,"Allow your ego to guide you as the moon moves through proud Leo, dear Capricorn, directing focus toward your personal path toward evolution. This energy is ideal for visualizing your most accomplished, collected, and successful self, considering any obstacles you currently face either externally or self imposed. You'll find empowerment as you remove these roadblocks, so don't be afraid to sever ties, address serious issues, and step into new ways of being. Just be mindful that you cannot force others to grow alongside you, and that the only destiny you are truly responsible for is your own."
capricorn,love,"An exhilarating period for passion and play is upon you now and in the many days ahead, Capricorn. As mighty Mars, the red planet of sex, drive, and energy, continues blazing a trail through the heavens, you’ll feel exuberant and ready for new horizons. As he continues his trek through the sky, he will link in a fabulous sextile to glorious Jupiter, our Great Benefic and planet of miracles, expansion, and luck now in your solar fifth house of romance, passion, and true love. This ensures that if you plan for the long-term, especially around travel, with your sweetheart, you could have a vibrant adventure ahead of you."
capricorn,work,"Try not to do something crazy with your money today, Capricorn. Usually, you are very responsible with your budget and financial goals. However, this might be challenged when the moon in Leo opposes Pluto in Aquarius. The cosmic energy could put some pressure on you to spend money that you should not be spending. You might see something that you feel like you have or try to have despite not budgeting for it. Since this could be tumultuous, try to find the common ground to spend some money on something you enjoy without going overboard."
capricorn,dating,"Work or school needs more of your energy than you want to give. But if you spend your time at it now, you won't have to deal with it later when you really want to have fun."
aquarius,daily,"The Leo moon clears new pathways within matters of the heart, sweet Aquarius, traveling through the sector of your chart that governs love without interference from surrounding celestial bodies. Don't be afraid to get a little bold when pursuing a mate. However, still be mindful of social norms and respect boundaries. Now is the time to focus on cultivating healthy relationships that allow you and your counterparts to thrive and feel supported, so be sure to dish out plenty of compliments to your nearest and dearest. The more love you share, the more you will feel it from deep within."
aquarius,love,"Shout to the heavens now because passion and pleasure are on the menu, Aquarius. With your mighty Mars, the planet of passion and energy, sizzling through the heavens, he'll line dance beside glorious Jupiter, our planet of miracles and expansion. This ensures that if you take the lead around growing more closely together with your sweetheart, you'll see great progress. Set aside time to discuss long-term plans and know you could have the gusto to make them happen as a team."
aquarius,work,"Do you want to make a change, Aquarius? A radical urge to be free may arise when the moon in Leo opposes Pluto in your sign. Typically, you are a steadfast and loyal coworker, especially if you are committed to fulfilling something. However, you might be ready to ditch everything you have committed to in your work life thanks to this cosmic energy. But before you do something you may regret, think about what kind of consequences may come from leaving your job high and dry. Do not let go of your commitments on a whim."
aquarius,dating,"Experiment with new ways of connecting. You have good ideas, but sometimes it seems like you'd rather stick with what you know. For now, consider all date situations to be social experiments."
pisces,daily,"A warming energy motivates you to live well, dearest Pisces, as the Leo moon journeys through your house of health and wellness. Now is the time to consider what you truly want and how you can better support yourself physically, emotionally, and mentally. Consider how implementing new habits might elevate your daily life, especially if your schedule has felt chaotic recently. You'll also find that others are eager to collaborate, helping you establish a comfortable role when working on a team. Get to bed at a reasonable hour, finding complete restoration before another day greets us all."
pisces,love,"Prepare for a whirlwind of romance and sexual magnetism now and in the days ahead, Pisces. As mighty Mars, the red planet of passion, sex, and desire, spins within your solar first house of identity—your zodiac sign—he will link arms with glorious Jupiter, our planet of miracles, fortune, and luck, now spinning in your third house of travel and communication. This ensures that you could meet someone with long-term potential who lights a fire within you if you are single, so don't hide away and stay home. Put yourself out there and see what the cosmos are cooking!"
pisces,work,"What can you do to take some pressure off you, Pisces? You might be under a lot of stress at work. So, something may need to change when the moon in Leo opposes Pluto in Aquarius. The first thing that could change is how you appraise your stress. You may need to find better outlets and coping mechanisms to decompress from everything at work. Another thing to consider would be to take some things off your plate at work. Do not overload yourself if you know it is too much to handle. Go at your own pace."
pisces,dating,"Have you been hiding out for a while? Maybe there was a bad breakup or some other emotional pitfall recently, but now is the time to rejoin society and reintroduce yourself to the world."
aries,daily,"The Leo moon blows a kiss to the sun before migrating into Virgo, offering a confidence boost before thrusting you into work mode. Ride these high cosmic tides by allowing others to see you shine, especially when doing so could lead to professional advancements. You'll also be called to invest in the well-being of yourself and others, putting you in a helpful and mindful headspace. Take some time to recommit to your own needs when Mercury retrograde and Venus unite later today, marking the perfect excuse to lay low socially to practice self-care or give the mind a rest."
aries,love,"Today and tomorrow will make you feel quite respected by and connected to the universe, Aries. This is because mental Mercury, our cosmic messenger of the mind and communication, will unite in an exact conjunction with sweet Venus, our goddess planet of the mind and communication, within your solar first house of identity—your zodiac sign. This ensures that you will have a strong union of your mind and heart. This is a great moment to have a meaningful conversation with someone you adore, but you may very well be on the receiving end of someone else's compliments, gifts, or affection. Embrace the magic in the moment."
aries,work,"How can you honor your self-expression at work, Aries? You might need to think about new ways to be your true self while still remaining professional when the sun in your sign trines the moon in Leo. The fiery energy will amplify your passion. You could use this to be more upfront and bold in the workplace. Maybe it will come out with how you act since you could be more personable and fun. It could also show in how you present yourself, especially if you wear something that makes you feel confident. Be yourself at work!"
aries,dating,"Take a break from your goal-oriented outlook. It sounds trite, but stop and smell the roses, and see who else is doing the same. You'll experience much more when you lift your gaze and look."
taurus,daily,"Embrace the quiet only early mornings can offer as the Leo moon blows a kiss to the Aries sun, nudging you to find brightness within. You'll feel a shift once Luna migrates into Virgo, sweet Bull, stirring passions while elevating your creative instincts. Go where your visions are valued and consider investing in artistic outlets or personal interests. Venus, your planetary ruler, unites with Mercury retrograde later today, putting you in the mood to hide away solo or with someone very special. If you're in a relationship or in need of some serious self-care, use this energy to block the outside world and embrace bliss."
taurus,love,"A particularly bewitching period is upon you today and tomorrow, Taurus. This is because mental Mercury, our cosmic messenger of communication and interaction, will unite with your planetary ruler, sweet Venus, our goddess of beauty and attraction. With these two lovebirds snuggling up close, everyone will be feeling and thinking charming energy—but you, of course, will feel it quite potently. This is an ideal moment to express yourself or give a gift to someone. All connections should improve, but if you want to make your personal or romantic life grow, seize the moment and take action."
taurus,work,"How do you feel about your work life, Taurus? Strong feelings may arise when the sun in Aries trines the moon in Leo. The fiery energy could heighten your anger and frustration. You might be fed up with certain coworkers or clients. You could also be annoyed with how some things have been handled at work. Since your feelings will be heightened, it might be time to vent to a loved one. Do not be afraid to talk to your loved one if you need a moment to get some of your annoyances off your chest."
taurus,dating,"You walk a fine line between sassiness and surliness sometimes, and you don't want to scare off any romantic prospects. Make sure that someone doesn't take your temper tantrums seriously today."
gemini,daily,"Handle important correspondences early this morning, dear Gemini, as the sun and Leo moon align to sharpen your wits and natural people skills. The energy shifts once Luna migrates into Virgo, putting you in a more emotionally charged and sentimental place. Your thoughts may drift toward nostalgic themes, domestic affairs, and familial bonds, making it difficult to stay present in social or professional settings. Nurture your heart as you navigate these vibes, taking breaks when you need space or a reset. You could hear from an old friend tonight or tomorrow once Mercury Retrograde and Venus unite."
gemini,love,"A joyous period is written in the stars today and tomorrow, Gemini. As mental Mercury, our cosmic messenger of the mind and communication and your planetary ruler, swoops through the heavens like a dove, he will unite with none other than sweet Venus, our goddess planet of romance and marriage. They are dancing together in the heights of your solar eleventh house of communities, friendships, network, and online dating. You may suddenly realize that you are in love with someone you know or are on the receiving end of another person's attention. If single, be sure to be swiping, linking, connecting, and meeting new people!"
gemini,work,"Your DMs might be on fire today, Gemini! If you are in a social mood, do not be afraid to connect with colleagues, clients, and work friends when the sun in Aries trines the moon in Leo. The fiery energy will encourage you to be bold when you are networking. Instead of waiting for them to reach out, be the first one to make a move. Next thing you know, your DMs and emails will be flooded with new messages. And who knows? Maybe a work opportunity could come out of these chats."
gemini,dating,"Intellectual inquisitiveness can take you closer to your goal, like figuring out your future with a certain somebody. Keep asking all those brilliant questions. The answers will definitely come."
cancer,daily,"Your day gets off to a practical start as the sun and Leo moon align, dear Cancer, nudging you to handle pressing responsibilities first thing. You'll have more opportunities to socialize and explore intriguing topics once Luna migrates into Virgo, sharpening your wits and ability to see hidden details or errors. This luminary placement also lends aid to your efficient nature, making it a good time to plan ahead while organizing your schedule. Opportunities from the past could show signs of resurfacing when Mercury retrograde and Venus unite, helping you course correct if things have gotten off track recently."
cancer,love,"The roads are open to sweet connections and better relationships today and tomorrow, Cancer. This is because our cosmic messenger, mental Mercury, will cross paths with sweet Venus, our goddess planet of marriage and union. As they are conjunct in the heavens, it is an excellent period to have a heart-to-heart with someone and improve your connections. Be kind, cordial, and honest, and your interactions will flourish at this time. If you've been uncertain about how you feel as of late, you can use this cosmic energy to reboot yourself as you synthesize your opinions and thoughts with the truth inside your heart."
cancer,work,"Get to work, Cancer! There will be no time to waste when the sun in Aries trines the moon in Leo. The fiery energy will be hot and exciting, so it should amplify your stamina. You may feel like you have hit the ground running thanks to this amazing cosmic force. Since you have so much more passion for your work life, you could get a lot done today. The catch-22 will be not burning yourself out in the process. If you can do that, then you should be golden!"
cancer,dating,"If you're lethargic and stuck on the couch doomscrolling, be careful. You're not a great judge of financial propositions or news today. Don't get scammed."
leo,daily,"The moon takes its final steps through your sign, sweet Lion, sharing a supportive connection with the fiery Aries sun that's sure to liven things up from the inside out. Use this energy to reconnect with your personal goals before Luna migrates into Virgo, prompting you to adopt a more serious mindset, planting seeds for what comes next. This luminary placement offers reprieve as well, giving you a chance to slow down as you methodically approach great heights. Meanwhile, Venus and Mercury retrograde unite in your solar ninth house of luck and expansion, so wishes made long ago may suddenly manifest."
leo,love,"A dazzling period for harmony in relationships is upon you today and tomorrow, Leo. This is because mental Mercury, our cosmic messenger of the mind and promises, will shiver through the sky and embrace sweet Venus, our goddess planet of the mind and communication. With these two sweethearts conjoined, you'll have total clarity about your thoughts, ideas, and feelings. Discuss them with the object of your affection, and know that you will be truly heard and understood. If you've had any rocky relationships as of late, you can actually smooth things out now."
leo,work,"Are you ready to try something new, Leo? You should make it a goal to get out of your comfort zone when the sun in Aries trines the moon in your sign. Usually, you like to stick to what you know. But this fiery energy might encourage you to be a bit more daring and bold. You have the confidence and stamina to handle anything. So, this could help you become more open to new experiences. Do not be afraid to sign up for a class or book a trip so that you can advance in your professional journey."
leo,dating,"Sometimes you overestimate your instincts. Even so, you're usually energetic enough to manifest whatever you want to happen. Today, though, you really do have amazing insight and intuition."
virgo,daily,"You'll feel lighter with each step you take toward change, thanks to a sweet connection between the Aries sun and Leo moon. Don't shy away from the limelight while boldly pursuing personal goals once Luna drifts into your sign, offering cosmic reinforcements and heightened intuition. The more passion you put behind your agenda, the more rewards you will find, making it important that you acknowledge the fine balance that exists between hard work and manifestation. The stars stir this afternoon when Venus cozies up to Mercury retrograde, helping you resolve any issues or doubts that have been weighing you down recently."
virgo,love,"A gorgeous period for intimacy and connection is upon you today and tomorrow, Virgo. This is because mental Mercury, our cosmic messenger planet of the mind and communication and your planetary ruler, will kiss sweet Venus, our goddess planet of marriage and relationships, in the depths of your solar eighth house of intimacy. If you’ve felt any rocky turbulence in your partnership as of late, you’ll be able to improve the connection by having a genuine, heartfelt conversation at this time. Express yourself and be thoughtful and kind—this approach will get you quite far now. Your sweetheart could also have quite the lovely things to say, as well."
virgo,work,"Do not let your pride get in the way, Virgo. Vulnerability could help you feel more empowered at work and with your finances when the sun in Aries trines the moon in Leo. The fiery energy will encourage you to be confidently vulnerable. You might have to put yourself out there if you want to advance in your career path. You may have to ask for help to improve your financial status. It might be scary to be so open. But it could lead to massive financial and professional improvements."
virgo,dating,"Count on your friends to help you work things through. The creative, dreamy state you're in has you swimming in new ideas and opinions. Your imagination plus their advice should do the trick."
libra,daily,"Your popularity spikes when the Aries sun and Leo moon share a sweet connection early this morning, dear Libra, helping you stand out while attracting admiration. However, the limelight will seem less desirable once Luna enters Virgo, putting you in a profound and private mood. Use this energy to fully explore your own psyche, finding tidy homes for the many thoughts, ideas, and goals that flutter through the mind each day. You'll feel elated when Venus, your planetary ruler, aligns with Mercury retrograde later today, helping you make peace with any past disappointments you've carried for too long."
libra,love,"A stunning period for your personal and romantic life has arrived today and tomorrow, Libra. This is because mental Mercury, our comic messenger planet of the mind and communication, will snuggle up close and personal with sweet Venus, our goddess planet of union, across the sky from you in your solar seventh house of partnerships. This is a five-star day to have a significant conversation with your sweetheart. If you've been casually dating but want to discuss long-term compatibility with your prospective partner, do so today. You may find that your minds and hearts are totally aligned."
libra,work,"What will inspire you, Libra? Work does not have to be boring, especially if you are ready for a change of space when the sun in Aries trines the moon in Leo. The fiery energy will encourage you to be more courageous so that you can pursue something that you are passionate about. After all, you deserve to be excited about your work life. So, you might have to commit to something that makes you feel excited about going to work. Use this energy to pursue a professional passion that you enjoy doing!"
libra,dating,"Don't doubt that the world is changing in your favor. It's all about you today. You may not feel like you're doing much of anything, but that's just how effortless success can be sometimes."
scorpio,daily,"Take a few moments for wellness as the Aries sun and Leo moon align, dearest Scorpio, cultivating a sense of centered mindfulness before tackling important responsibilities. You'll sense a shift when Luna migrates into Virgo, and you may be called upon to assist in solving someone else's problems. Don't hesitate to rally your peers if certain hurdles require teamwork, as people will be eager to collaborate. Consider how offering favors can benefit you down the line, focusing on generating a supportive network. You'll have a chance to correct mistakes or miscommunications later today when Venus aligns with Mercury retrograde."
scorpio,love,"A gift from the heavens will arrive for you today and tomorrow, Scorpio. This is because mental Mercury, our cosmic messenger of the mind and communication, will unite with sweet Venus, our goddess planet of romance, beauty, and pleasure. This means that you have an auspicious period to tell someone that you love them or how you feel. It should be very well received and allow you to grow closer. If single, meeting new people or friends is quite favored now. Be open to fresh connections and see where the universe takes you because the stars are quite aligned!"
scorpio,work,"You deserve to shine brightly in your career path, Scorpio. As a hardworking water sign, you give everything that you do your all. You are a highly ambitious, devoted employee who will always put their best foot forward. It is time for you to be recognized as such when the sun in Aries trines the moon in Leo. The fiery energy will bring you into a wonderful spotlight. Your colleagues may comment on your amazing work ethic, and you might even be publicly noticed for your recent accomplishments. Enjoy being in the spotlight because you deserve it!"
scorpio,dating,"All eyes are on you right now, and you're positively radiant. You might not be in the mood for the bright, blazing spotlight today, but you better get used to it quickly. You can't escape the adulation."
sagittarius,daily,"The Leo moon and Aries share a fluid trine this morning, dearest Archer, prepping you for an expansive and fulfilling day. Use this energy to connect with your personal dreams and desires, taking a serious approach toward these ambitions once Luna migrates into practical Capricorn. This luminary placement lends aid to your long-term and professional goals, though the universe will be watching to ensure that you're willing to work for success. Sparks ignite within once Mercury retrograde and Venus align later today, marking the perfect occasion to edit artistic work and passion projects. Ghosts from the past could also emerge, especially in matters of the heart."
sagittarius,love,"One of the most magnificent periods of the entire year is upon you, Sagittarius. This is because mental Mercury, our cosmic messenger planet of the mind and communication, will unite with sweet Venus, our goddess of romance, pleasure, and love. They will combine their synergy within your solar fifth house of true love, passion, and dating, giving you an excellent opportunity to tell someone how you truly feel. Giving gifts, compliments, or honest words will go quite far in all matters of the heart. If you are single, don't miss this splendid moment to go on a first or meaningful date!"
sagittarius,work,"What will be your next course of action, Sagittarius? As an insatiable fire sign, you are always on the move. You tend to look toward the future with excitement since there is so much that you can capitalize on. As the sun in Aries trines the moon in Leo, you might feel rather excited about the next steps of your professional journey. There could be an amazing opportunity awaiting you that could take your career path to the next level. Be open to where your professional journey may lead since it could be incredible."
sagittarius,dating,"Nothing will be totally clear, but you will pick up a few sweet insights that should at least point you where you want to go. Your intuition is stormy and stirring up trouble, but it's all good."
capricorn,daily,"Be a beacon for change as the Aries sun and Leo moon align, dearest Capricorn, offering fresh starts when you honor your intuition and emotions. You'll feel energized once Luna migrates into Virgo and your house of spiritual enlightenment, helping you see each situation from a higher perspective. Find balance between grace and severity, understanding that you must be realistic with yourself and others if great heights are to be reached. A sweet nostalgia finds you later today when Mercury retrograde and Venus join forces, inviting you to walk down memory lane from the privacy of home."
capricorn,love,"A gorgeous period with bright, sunny skies is upon you today and tomorrow, Capricorn. This is because mental Mercury, our cosmic messenger of the mind and communication, will snuggle up close and personal with sweet Venus, our goddess planet of attraction and harmony. As they both unite in the sky, your thoughts and feelings should be soaring like a bird. This is a magnificent time to have a heart-to-heart or tell someone how you truly feel. You could receive a compliment, letter, invitation, gift, or something that makes you feel very appreciated."
capricorn,work,"Financing your life might be a lot to emotionally handle, Capricorn. You may feel strongly about the financial complexities and responsibilities in your personal life when the sun in Aries trines the moon in Leo. The fiery energy could amplify your frustration since you might be struggling with paying the bills and building a financially secure life. Since this is a lot to handle, you could use the power of the fiery energy to take charge of your finances. Do not be afraid to make lifestyle changes so that you can feel more secure and stable."
capricorn,dating,"You have a lot going on (maybe too much?), but you can handle it. Count on your friends and your own practical prudence to save you from embarrassing mistakes today."
aquarius,daily,"Start your day with positive thoughts as the Aries sun and Leo moon share a sweet exchange, inviting you to soak up warmth and love. The ambiance intensifies once Luna migrates into Virgo, putting you in the mood for commitment. Whether you're chasing professional ambitions, a new living situation, or that happily ever after, use this energy to strategize the path ahead. Just be mindful not to let optimism guide you, darling Aquarius, taking a closer look at roadblocks or restrictions. Review the journey that brought you where you are today when Mercury retrograde and Venus unite, finding gratitude for the present moment."
aquarius,love,"The celestial weather is quite sweet today and tomorrow, Aquarius. As mental Mercury, our cosmic messenger of the mind and communication, dances in the heavens above, he'll unite in an exact alignment with sweet Venus, our goddess planet of romance and attraction. This ensures that socializing, meeting new people, or going on a magical date will be top of mind. Be creative and express yourself now, as you may realize that your ability to channel the muse is much more potent at this time. You will be quite in touch with what you love, whom you love, and why you love them."
aquarius,work,"What could come up in conversation, Aquarius? You may feel strongly about something when talking to a coworker, as the sun in Aries trines the moon in Leo. A seemingly simple chat could become a spirited debate between you and the other party. You both may have a lot to discuss, so this could be a productive discussion. It could also lead to a heated interaction since you and the other party might feel passionate about a work matter. At least you can use this cosmic energy to lay everything out on the table at work."
aquarius,dating,"Is your affability not being reciprocated? Something's bugging you, and it has you feeling a little emotionally wobbly. The cure? Stop focusing on yourself and help somebody else."
pisces,daily,"The Aries sun and Leo moon share a supportive trine this morning, dear Pisces, asking you to soak up the light that exists within and around you. Add mindfulness to your daily routine, feeling supported by your surroundings. Romance fills the air once Luna enters Virgo, putting you in the mood to connect. Choose companions that support your strengths without shaming your faults or weaknesses. If you're seeking change within matters of the heart, now would be a good time to strategize next steps. Consider paying back debts, thrifting, or decluttering when Venus and Mercury retrograde unite later today."
pisces,love,"You are all for big displays of love and bold gestures in romance, Pisces. With mental Mercury, our cosmic messenger planet of the mind and communication, conjunct sweet Venus, our goddess planet of romance and affection, you’ll be ready to express yourself vividly today and tomorrow. Consider using this energy to show your appreciation for someone through a gift or some other action. Also, be free with your thoughts and words and articulate what you think makes them so very special to you. Luckily, you'll be heard and felt on the deepest levels today. Don't let this fabulous energy go to waste!"
pisces,work,"Watch your spending today, Pisces! It might be challenging to stick with your budget when the sun in Aries trines the moon in Leo. The fiery energy will encourage you to have more fun. As a result, you might be tempted to stray from your budget or put your financial goals on hold. Although this could be fun, it might be short-lived. You may have to keep in mind that there will be greater satisfaction in the long run in sticking with your budget and goals instead of spending money on silly stuff."
pisces,dating,"Count on your loyal friends to come to your aid. You have more than you can handle on your plate now, and the people you're dealing with don't necessarily have your best interests at heart."
aries,daily,"The morning gets off to a rocky start as the Scorpio moon faces off with Jupiter and Uranus, exaggerating any unexpected snafus that might pop up. Luckily, Mercury stations direct to help alleviate confusion, though issues that have been building up throughout the last three weeks may suddenly come to a head. Good vibes flow this afternoon when Luna forms supportive aspects with Mars and Neptune, making it easier to dissolve away tension, power struggles, or obsessive behaviors. You'll feel elevated and spiritually in tune when the moon enters Sagittarius this evening, forming a sweet sextile with cleansing Pluto."
aries,love,"Shout to the heavens, Aries. Mercury retrograde in your zodiac sign is done as of today! While it will take weeks to pick up the pace, you’ll still maintain our cosmic messenger in your zodiac sign until May 15! Mental Mercury, the planet of the mind and communication, will engage all the energy of your solar first house of identity. This is a period where you will have the winning words and thoughts to seduce or persuade anyone that you meet. This will work wonders in your personal and romantic life as you carefully articulate and synthesize your ideas in ways that easily allow others to become enchanted by you. If single, you can weave a fantasy in anyone's mind. Go for it now!"
aries,work,"Today is the day you have been waiting for, Aries! April has been chaotic thanks to Mercury retrograde. You may have felt like you were not hitting the mark during your professional interactions all month long. Luckily, you should see a noticeable improvement in your communication skills and demeanor since Mercury will station direct in your sign today. However, this also marks the beginning of the post-shadow period. So, you may still have to reflect on what you need to improve or make amends for before this retrograde period is complete."
aries,dating,"Look into a few new ways of expressing yourself. It shouldn't be that hard! You're feeling great, and the odds are in your favor that you'll come up with something that blows the cuties away!"
taurus,daily,"A restless energy takes hold when the Scorpio moon faces off with Uranus and Jupiter, dear Taurus, helping you see more clearly how others mirror you and vice versa. Stay grounded while navigating these vibes, consciously separating your energy from those you encounter to make clearer decisions. Meanwhile, Mercury stations direct, which could dig up any private issues you've internalized throughout the last few weeks. Consider planning a date night or dinner with your friends this afternoon when Luna aligns with Mars and Neptune, nudging you to seek positive interactions. You'll feel a shift when the moon enters Sagittarius, offering growth as you scratch below the surface."
taurus,love,"After weeks of back and forth, Mercury retrograde is officially over as of today, Taurus. Mental Mercury, our cosmic messenger of the mind and communication, has awoken from within the depths of your solar twelfth house of privacy, seclusion, and the unconscious. He will remain here until May 15! Prepare for your intuition to be fired up, as you’ll be downloading many messages from the universe. Pay attention to synchronicities and dreams, especially when it comes to messages about your personal or romantic life. If you sense something is off, you’re probably onto something, picking up transmissions that operate on an entirely mystical wavelength. Listen."
taurus,work,"Expect to see a change in your mental health, Taurus. You may have struggled all month long with your work stressors. Mercury retrograde may have caused you to feel more sensitive to your job's obstacles and workplace politics. But you should see a change in your subconscious outlook on work since Mercury will station direct in Aries today. Now that Mercury is direct, you may not feel as easily stressed or in your head. Since the post-shadow period will also begin today, you could use this as an opportunity to find better coping mechanisms."
taurus,dating,"You're all about your people today. If you spend most of your energy helping them, or at least showing up to support them, you'll find that investment paying off in a big way soon."
gemini,daily,"The morning kicks off full speed ahead as the Scorpio moon faces off with Jupiter and Uranus, dear Gemini, though disorder could throw you off track. Don't be afraid to ask for help, and consider outlining a clear to-do list to stay on course. You'll feel elevated and more socially open once Mercury stations direct, marking it the ideal time to circle back to any new connections you made throughout the last few weeks. Bring strategy to your creative visions and personal goals this afternoon when Luna aligns with Mars and Neptune. Your focus shifts toward matters of the heart once Luna enters sparkling Sagittarius."
gemini,love,"Finally, your planetary ruler is no longer retrograde as of today, Gemini. For weeks, he'd been back and forth in your solar eleventh house of friendships, communities, and groups. He will be picking up the pace and orbiting here until May 15. Fun, games, events, and socializing are all here for the taking in the weeks ahead! Singles should use this festive energy to update their dating profiles and connect digitally with new options or suitors, as Mercury is the planet of technology and communication. However, don’t just wait for them to come to you. Be direct and on top of it. Love does not sleep or wait. Love is an action. Embrace this wisdom!"
gemini,work,"The work drama will begin to subside, Gemini. All throughout April, you might have heard numerous rumors and become privy to a ton of drama in your greater work community. Maybe it was just interesting to watch, or it could have impacted your work life. No matter what, you should see things calm down since Mercury will station direct in Aries today. Once Mercury is direct, it might be a lot easier for everyone to make amends during the post-shadow period. You may even feel less stressed about your connections and how they could impact your career path."
gemini,dating,"You're ready to take things to the next level, romantically or some other way. It doesn't matter what's going on as long as you know what the next step is. Once you're there, it's all good."
cancer,daily,"The Scorpio moon faces off with Uranus and Jupiter this morning, dearest Cancer, which could send shockwaves through your social sphere. Go only where you can be authentically yourself, hiding away from judgmental prying eyes. Your career should see some positive growth once Mercury stations direct, though it'll be necessary to use your voice, demonstrate accountability, and show off your skillset. Good vibes flow when Luna blows kisses to Mars and Neptune, nudging you to take solid action toward personal visions. Embrace healthy routines and get to bed at a reasonable hour as the moon enters Sagittarius and aspects Pluto."
cancer,love,"Mercury has been going back and forth for weeks, but today, the clouds are parting, Cancer. Mercury retrograde is officially over as of today! As he spins within your solar tenth house of professional advancement in direct motion, this will give you an opportunity to discuss your long-term career ambitions with your one and only. Create a strategy for ways that you can work as a team to manifest these goals. While you’re likely to be a bit busy on the job, don’t let it stress you out. Remember to always prioritize a healthy work and life balance that empowers the possibilities of romance. You deserve to live life to the fullest! Mercury remains here until May 15."
cancer,work,"Has your career path been kind of crazy lately, Cancer? Mercury retrograde may have caused all kinds of chaos. Your reputation could have been challenged, and you may have felt unsure about what you want to focus on. Luckily, this stress will subside starting today since Mercury will station direct in Aries today. Once the retrograde is over and the post-shadow period begins, you should have a chance to regain your confidence. You could use this time to feel more self-assured in your decisions and to work on your reputation."
cancer,dating,"Buy yourself a special present, or find some other way to make yourself feel good. Your mood might not even be all that bad, but it never hurts to ramp things up a notch or two."
leo,daily,"Try not to take it personally if you encounter a few stoic people this morning, dear Leo, as the Scorpio moon opposes Jupiter and Uranus. People could become shockingly insensitive without realizing it, making it important that you find ways to love and support yourself. Luckily, you'll notice that it's easier to find encouragement from the universe once Mercury stations direct, heightening your intuition and overall luck. Do something bold in the name of personal evolution this afternoon when Mars and Neptune stir. You'll be in the mood for fun this evening when the moon enters Sagittarius and perhaps a bit of romance once Pluto activates."
leo,love,"Mercury retrograde has ended as of today, Leo. Prepare for life to begin to pick up the pace! As he regains speed and journeys through your solar ninth house of expansion until May 15, 2024, you’ll be eager to push past your boundaries into newfound territory. This helps you explore more about life, love, and what the world has to offer. As mental Mercury chugs along, you may now become eager to pursue long-distance travel with your sweetheart. Singles may become curious about this too. If you do, get excited to meet unique and fascinating people on your journey. Embrace this energy!"
